dev_id,week,issues_opened,issues_closed,issues_reopened,avg_pr_merge_days
D3912,12,9,8,1,2
D3912,13,4,3,0,2
D3913,1,8,4,1,3
D3913,2,3,3,1,2
D3913,3,9,6,1,3
D3913,4,5,4,1,1
D3913,5,7,2,0,1
D3913,6,9,9,1,1
D3913,7,6,2,0,1
D3913,8,3,3,1,2
D3913,9,5,2,0,3
D3913,10,7,6,1,2
D3913,11,9,5,0,1
D3913,12,6,5,0,2
D3913,13,9,7,1,3
D3914,1,5,5,0,2
D3914,2,3,2,0,3
D3914,3,6,6,1,3
D3914,4,7,7,1,3
D3914,5,7,7,1,1
D3914,6,9,7,0,3
D3914,7,4,3,0,3
D3914,8,3,3,1,1
D3914,9,5,5,1,3
D3914,10,5,3,1,1
D3914,11,4,2,0,3
D3914,12,6,2,1,2
D3914,13,5,4,1,3
D3915,1,7,3,1,2
D3915,2,4,3,0,2
D3915,3,7,5,0,1
D3915,4,6,4,0,2
D3915,5,3,3,1,2
D3915,6,6,4,1,1
D3915,7,8,7,0,2
D3915,8,3,2,2,7
D3915,9,9,8,2,7
D3915,10,8,5,3,4
D3915,11,4,2,3,9
D3915,12,8,8,3,5
D3915,13,9,7,3,7
D3916,1,5,5,0,2
D3916,2,8,3,1,1
D3916,3,6,3,1,2
D3916,4,3,2,0,1
D3916,5,3,2,0,3
D3916,6,4,4,0,2
D3916,7,9,5,1,2
D3916,8,6,5,2,4
D3916,9,9,4,4,9
D3916,10,5,2,4,6
D3916,11,6,3,3,8
D3916,12,7,4,2,4
D3916,13,8,3,3,6
D3917,1,6,4,0,2
D3917,2,5,2,1,2
D3917,3,5,2,1,1
D3917,4,7,5,0,1
D3917,5,3,3,0,2
D3917,6,5,4,0,2
D3917,7,7,4,1,3
D3917,8,7,2,0,1
D3917,9,4,3,1,3
D3917,10,3,3,0,1
D3917,11,3,2,0,2
D3917,12,4,3,1,2
D3917,13,6,2,1,2
D3918,1,6,5,0,3
D3918,2,5,4,0,1
D3918,3,3,3,0,1
D3918,4,6,4,1,2
D3918,5,4,2,0,2
D3918,6,8,4,0,3
D3918,7,8,3,1,2
D3918,8,9,7,3,8
D3918,9,5,3,4,9
D3918,10,7,5,3,4
D3918,11,9,2,2,5
D3918,12,4,3,3,5
D3918,13,6,2,3,5
D3919,1,6,2,0,2
D3919,2,3,2,1,2
D3919,3,3,3,0,1
D3919,4,9,2,0,3
D3919,5,8,4,1,3
D3919,6,6,3,1,3
D3919,7,3,3,1,3
D3919,8,8,6,1,1
D3919,9,8,3,0,2
D3919,10,3,2,1,1
D3919,11,8,6,0,3
D3919,12,4,2,0,3
D3919,13,6,5,1,1
D3920,1,6,4,1,1
D3920,2,9,9,1,3
D3920,3,6,2,0,3
D3920,4,5,4,0,3
D3920,5,4,4,0,3
D3920,6,3,2,0,2
D3920,7,6,6,1,3
D3920,8,3,3,4,7
D3920,9,9,3,4,7
D3920,10,7,2,3,4
D3920,11,9,9,2,7
D3920,12,5,2,3,5
D3920,13,6,6,2,4
D3921,1,5,4,1,3
D3921,2,5,2,1,1
D3921,3,3,3,0,3
D3921,4,8,6,0,3
D3921,5,6,3,0,1
D3921,6,5,5,1,2
D3921,7,3,2,0,1
D3921,8,3,3,1,3
D3921,9,3,3,1,2
D3921,10,8,2,0,1
D3921,11,3,3,0,2
D3921,12,3,2,0,3
D3921,13,3,3,0,3
D3922,1,7,2,1,1
D3922,2,6,5,0,1
D3922,3,3,3,0,2
D3922,4,3,2,0,2
D3922,5,7,6,1,2
D3922,6,4,2,0,3
D3922,7,9,5,0,1
D3922,8,6,4,4,4
D3922,9,7,7,2,7
D3922,10,3,2,2,5
D3922,11,6,4,3,6
D3922,12,4,4,4,4
D3922,13,7,7,3,5
D3923,1,8,8,0,2
D3923,2,7,5,1,2
D3923,3,4,3,1,2
D3923,4,5,4,0,2
D3923,5,7,3,1,3
D3923,6,5,3,1,3
D3923,7,8,6,0,3
D3923,8,6,2,3,9
D3923,9,3,3,2,6
D3923,10,4,2,2,4
D3923,11,4,4,4,9
D3923,12,3,3,3,9
D3923,13,5,4,2,6
D3924,1,6,5,0,3
D3924,2,7,4,1,2
D3924,3,7,6,1,2
D3924,4,8,2,1,2
D3924,5,7,5,0,1
D3924,6,6,6,0,3
D3924,7,7,4,0,3
D3924,8,6,3,1,1
D3924,9,6,6,1,2
D3924,10,7,3,0,3
D3924,11,6,2,1,1
D3924,12,6,5,0,1
D3924,13,7,3,0,3
D3925,1,5,5,0,2
D3925,2,4,3,1,2
D3925,3,6,2,0,3
D3925,4,3,2,0,2
D3925,5,3,2,0,1
D3925,6,6,4,1,2
D3925,7,9,2,0,3
D3925,8,5,2,0,1
D3925,9,4,3,1,3
D3925,10,7,5,1,1
D3925,11,7,4,0,1
D3925,12,3,3,1,3
D3925,13,8,6,1,1
D3926,1,8,4,0,2
D3926,2,4,2,0,1
D3926,3,5,4,0,1
D3926,4,7,7,1,2
D3926,5,7,4,0,2
D3926,6,5,3,0,2
D3926,7,4,2,1,2
D3926,8,9,3,1,1
D3926,9,6,4,1,1
D3926,10,8,7,0,3
D3926,11,4,3,1,3
D3926,12,9,9,1,2
D3926,13,3,3,1,1
D3927,1,7,6,1,3
D3927,2,5,3,0,1
D3927,3,4,2,1,2
D3927,4,3,2,0,1
D3927,5,4,4,0,2
D3927,6,6,3,1,3
D3927,7,3,3,1,1
D3927,8,3,3,2,6
D3927,9,9,6,2,7
D3927,10,4,3,3,8
D3927,11,6,5,2,4
D3927,12,7,2,4,4
D3927,13,5,3,4,6
D3928,1,4,3,0,2
D3928,2,7,3,1,2
D3928,3,6,5,0,2
D3928,4,7,3,0,2
D3928,5,3,2,0,1
D3928,6,6,3,0,3
D3928,7,4,3,0,2
D3928,8,7,6,3,7
D3928,9,8,3,2,6
D3928,10,4,2,3,8
D3928,11,5,4,4,4
D3928,12,9,2,4,9
D3928,13,8,3,4,7
D3929,1,3,2,0,1
D3929,2,4,3,1,1
D3929,3,6,2,0,1
D3929,4,3,3,0,2
D3929,5,7,6,1,1
D3929,6,4,4,0,2
D3929,7,7,2,1,3
D3929,8,9,9,0,1
D3929,9,3,2,1,3
D3929,10,5,3,1,3
D3929,11,4,2,1,2
D3929,12,8,3,0,2
D3929,13,3,2,0,3
D3930,1,6,6,0,3
D3930,2,7,2,0,3
D3930,3,9,4,0,3
D3930,4,3,3,0,1
D3930,5,5,4,1,2
D3930,6,8,5,1,1
D3930,7,4,3,0,2
D3930,8,7,4,2,7
D3930,9,6,4,4,5
D3930,10,7,7,3,6
D3930,11,4,2,2,8
D3930,12,7,3,3,6
D3930,13,5,5,3,6
D3931,1,5,5,1,1
D3931,2,3,2,1,1
D3931,3,8,7,1,3
D3931,4,6,3,1,1
D3931,5,3,2,1,2
D3931,6,7,7,1,1
D3931,7,4,4,1,1
D3931,8,4,4,4,7
D3931,9,8,7,4,4
D3931,10,5,4,4,9
D3931,11,4,2,3,6
D3931,12,6,5,2,7
D3931,13,6,3,3,4
D3932,1,3,2,0,2
D3932,2,4,4,1,3
D3932,3,5,3,0,3
D3932,4,5,5,1,1
D3932,5,4,4,0,2
D3932,6,5,5,1,3
D3932,7,3,3,1,2
D3932,8,3,3,2,4
D3932,9,8,6,2,6
D3932,10,4,2,2,8
D3932,11,8,5,2,4
D3932,12,5,5,3,6
D3932,13,5,3,4,8
D3933,1,5,2,0,1
D3933,2,7,2,0,3
D3933,3,5,4,0,3
D3933,4,8,6,0,1
D3933,5,8,5,0,3
D3933,6,4,3,1,2
D3933,7,8,5,0,3
D3933,8,8,3,0,1
D3933,9,3,2,0,3
D3933,10,9,8,1,1
D3933,11,9,5,1,3
D3933,12,9,6,1,3
D3933,13,4,2,1,3
D3934,1,9,2,1,3
D3934,2,8,6,0,1
D3934,3,6,5,0,2
D3934,4,3,2,1,2
D3934,5,4,2,0,1
D3934,6,8,8,1,3
D3934,7,3,2,0,3
D3934,8,6,2,0,2
D3934,9,5,3,0,1
D3934,10,5,2,0,1
D3934,11,4,4,1,2
D3934,12,5,2,0,3
D3934,13,6,4,0,2
D3935,1,4,3,0,3
D3935,2,4,2,0,2
D3935,3,4,2,0,3
D3935,4,6,5,0,3
D3935,5,4,3,1,2
D3935,6,8,8,1,2
D3935,7,8,5,1,3
D3935,8,9,7,1,2
D3935,9,6,3,1,3
D3935,10,4,2,0,1
D3935,11,4,3,1,1
D3935,12,8,2,1,1
D3935,13,8,5,1,1
D3936,1,3,2,0,1
D3936,2,4,3,0,1
D3936,3,4,3,0,3
D3936,4,7,7,1,1
D3936,5,5,5,0,1
D3936,6,5,5,0,1
D3936,7,7,7,1,1
D3936,8,8,3,1,3
D3936,9,4,2,1,2
D3936,10,8,6,1,3
D3936,11,9,7,0,3
D3936,12,6,2,0,1
D3936,13,6,6,1,1
D3937,1,5,2,0,2
D3937,2,9,4,0,1
D3937,3,5,3,0,3
D3937,4,5,5,0,2
D3937,5,8,7,0,1
D3937,6,6,5,1,3
D3937,7,3,3,1,3
D3937,8,3,2,0,2
D3937,9,6,6,0,1
D3937,10,8,7,0,2
D3937,11,9,4,1,3
D3937,12,6,2,1,1
D3937,13,7,4,1,3
D3938,1,3,2,0,3
D3938,2,6,5,1,1
D3938,3,9,7,1,1
D3938,4,3,3,1,1
D3938,5,8,7,0,1
D3938,6,7,6,1,3
D3938,7,8,2,0,1
D3938,8,9,8,0,3
D3938,9,8,5,1,1
D3938,10,4,2,1,1
D3938,11,3,2,0,2
D3938,12,3,3,1,2
D3938,13,8,4,0,3
D3939,1,5,3,0,2
D3939,2,3,2,1,3
D3939,3,5,4,1,3
D3939,4,3,3,1,1
D3939,5,6,5,0,1
D3939,6,3,2,1,3
D3939,7,8,6,1,1
D3939,8,6,3,4,9
D3939,9,7,3,3,7
D3939,10,8,7,3,6
D3939,11,9,2,4,4
D3939,12,9,8,3,8
D3939,13,7,4,3,8
D3940,1,7,2,0,2
D3940,2,7,6,0,3
D3940,3,4,2,0,2
D3940,4,5,4,1,3
D3940,5,7,5,0,1
D3940,6,8,2,0,2
D3940,7,5,3,0,1
D3940,8,7,5,2,4
D3940,9,6,4,2,9
D3940,10,6,4,4,6
D3940,11,9,4,2,8
D3940,12,3,2,2,9
D3940,13,5,3,3,6
D3941,1,9,4,0,1
D3941,2,8,6,0,3
D3941,3,8,2,1,2
D3941,4,4,4,1,3
D3941,5,4,4,0,1
D3941,6,8,3,0,1
D3941,7,3,2,1,2
D3941,8,5,4,1,2
D3941,9,6,3,0,2
D3941,10,4,4,0,3
D3941,11,8,8,0,1
D3941,12,3,2,1,2
D3941,13,8,8,0,2
D3942,1,7,4,0,2
D3942,2,4,4,1,3
D3942,3,8,8,1,3
D3942,4,6,5,0,1
D3942,5,7,2,1,3
D3942,6,6,6,0,3
D3942,7,6,4,1,3
D3942,8,9,5,2,9
D3942,9,6,4,4,8
D3942,10,7,2,2,5
D3942,11,4,4,3,8
D3942,12,8,2,3,6
D3942,13,6,3,3,8
D3943,1,5,4,0,2
D3943,2,4,3,0,3
D3943,3,8,7,0,1
D3943,4,6,2,1,2
D3943,5,8,5,0,2
D3943,6,7,2,1,2
D3943,7,3,2,1,1
D3943,8,9,3,0,2
D3943,9,9,2,1,2
D3943,10,7,2,0,1
D3943,11,9,2,0,2
D3943,12,4,2,1,3
D3943,13,6,6,0,1
D3944,1,5,3,1,2
D3944,2,7,2,0,1
D3944,3,3,2,1,1
D3944,4,9,6,1,2
D3944,5,6,2,0,2
D3944,6,7,7,0,2
D3944,7,6,6,1,2
D3944,8,8,6,4,5
D3944,9,7,6,4,6
D3944,10,7,2,4,5
D3944,11,4,3,4,9
D3944,12,3,3,2,4
D3944,13,4,4,2,9
D3945,1,7,4,0,3
D3945,2,3,3,1,3
D3945,3,4,3,1,2
D3945,4,4,4,1,3
D3945,5,6,4,0,1
D3945,6,8,2,1,3
D3945,7,3,2,0,1
D3945,8,3,2,1,1
D3945,9,7,6,1,1
D3945,10,8,6,0,3
D3945,11,6,5,0,3
D3945,12,6,5,1,3
D3945,13,7,2,0,2
D3946,1,7,3,1,1
D3946,2,4,2,1,3
D3946,3,9,2,0,1
D3946,4,7,5,0,1
D3946,5,5,4,0,1
D3946,6,9,9,0,3
D3946,7,4,4,0,2
D3946,8,9,8,0,2
D3946,9,5,3,1,1
D3946,10,6,5,1,2
D3946,11,7,3,0,1
D3946,12,7,3,1,2
D3946,13,5,4,0,2
D3947,1,9,2,0,3
D3947,2,4,4,0,1
D3947,3,4,2,1,1
D3947,4,9,9,0,2
D3947,5,5,4,0,3
D3947,6,3,3,1,2
D3947,7,4,2,1,1
D3947,8,8,5,1,2
D3947,9,3,2,1,2
D3947,10,6,5,1,1
D3947,11,6,4,1,1
D3947,12,5,5,1,3
D3947,13,6,4,1,3
D3948,1,4,4,0,3
D3948,2,4,4,0,1
D3948,3,5,2,0,3
D3948,4,7,6,0,1
D3948,5,5,3,0,3
D3948,6,6,4,0,2
D3948,7,4,3,1,3
D3948,8,6,6,1,3
D3948,9,8,4,0,1
D3948,10,6,4,0,3
D3948,11,4,3,1,2
D3948,12,4,4,1,2
D3948,13,5,3,0,3
D3949,1,9,8,0,2
D3949,2,4,3,0,3
D3949,3,4,2,1,3
D3949,4,7,3,1,2
D3949,5,9,9,1,2
D3949,6,8,8,1,1
D3949,7,5,5,0,2
D3949,8,6,5,4,8
D3949,9,7,5,4,6
D3949,10,3,2,3,5
D3949,11,4,4,3,7
D3949,12,8,6,3,4
D3949,13,4,3,4,5
D3950,1,6,2,0,2
D3950,2,8,4,0,1
D3950,3,8,5,0,1
D3950,4,3,3,0,1
D3950,5,3,3,0,2
D3950,6,6,3,0,3
D3950,7,7,5,1,3
D3950,8,8,2,1,3
D3950,9,4,3,1,1
D3950,10,3,2,0,1
D3950,11,8,6,0,3
D3950,12,3,2,0,2
D3950,13,5,5,1,2
D3951,1,5,4,1,1
D3951,2,8,7,0,1
D3951,3,5,5,1,3
D3951,4,7,2,0,3
D3951,5,4,3,1,3
D3951,6,7,7,1,2
D3951,7,9,9,0,2
D3951,8,3,2,2,9
D3951,9,3,3,4,9
D3951,10,7,6,2,8
D3951,11,7,5,3,9
D3951,12,8,3,2,8
D3951,13,7,2,2,9
D3952,1,7,3,1,3
D3952,2,7,4,0,1
D3952,3,4,2,1,3
D3952,4,7,4,1,3
D3952,5,6,2,1,1
D3952,6,9,8,1,2
D3952,7,4,3,1,2
D3952,8,3,3,1,3
D3952,9,6,5,1,3
D3952,10,6,4,0,2
D3952,11,4,3,0,3
D3952,12,5,3,1,2
D3952,13,3,2,0,1
D3953,1,7,3,0,1
D3953,2,7,3,0,3
D3953,3,8,6,1,3
D3953,4,4,3,1,2
D3953,5,9,5,1,2
D3953,6,6,3,0,3
D3953,7,7,2,1,3
D3953,8,7,2,4,8
D3953,9,6,4,4,6
D3953,10,4,4,3,8
D3953,11,9,5,2,4
D3953,12,8,8,2,8
D3953,13,4,4,2,7
D3954,1,7,2,0,3
D3954,2,4,4,1,1
D3954,3,9,4,1,3
D3954,4,4,3,0,2
D3954,5,5,2,1,3
D3954,6,7,6,0,2
D3954,7,8,7,1,3
D3954,8,3,3,1,1
D3954,9,5,5,0,2
D3954,10,3,3,1,2
D3954,11,3,3,0,2
D3954,12,3,3,1,1
D3954,13,4,3,1,3
D3955,1,4,2,0,2
D3955,2,8,3,0,1
D3955,3,3,2,1,2
D3955,4,9,5,1,1
D3955,5,9,9,0,2
D3955,6,8,5,0,3
D3955,7,3,2,1,2
D3955,8,6,6,1,2
D3955,9,7,2,1,1
D3955,10,3,2,1,2
D3955,11,4,4,1,3
D3955,12,9,8,1,3
D3955,13,8,4,0,3
D3956,1,9,3,0,2
D3956,2,3,2,1,1
D3956,3,6,2,0,3
D3956,4,7,2,0,2
D3956,5,6,3,0,3
D3956,6,8,7,1,1
D3956,7,9,7,0,3
D3956,8,8,2,4,8
D3956,9,5,5,4,4
D3956,10,4,3,4,5
D3956,11,3,2,3,9
D3956,12,7,4,4,7
D3956,13,9,9,4,6
D3957,1,5,5,1,2
D3957,2,7,7,1,3
D3957,3,7,5,1,1
D3957,4,4,4,1,1
D3957,5,7,5,1,1
D3957,6,8,8,1,3
D3957,7,5,4,1,1
D3957,8,5,3,1,3
D3957,9,9,8,0,2
D3957,10,5,3,0,2
D3957,11,6,3,0,1
D3957,12,6,3,0,3
D3957,13,4,2,0,3
D3958,1,7,3,0,3
D3958,2,8,7,1,1
D3958,3,3,3,1,1
D3958,4,7,6,0,1
D3958,5,8,5,1,2
D3958,6,6,2,0,2
D3958,7,8,7,1,1
D3958,8,5,2,0,3
D3958,9,9,8,1,1
D3958,10,3,2,1,1
D3958,11,5,4,0,1
D3958,12,6,5,1,1
D3958,13,3,2,0,2
D3959,1,5,4,0,1
D3959,2,3,3,1,3
D3959,3,8,7,1,3
D3959,4,9,4,1,1
D3959,5,9,6,0,2
D3959,6,8,8,0,3
D3959,7,8,3,1,1
D3959,8,5,3,1,3
D3959,9,4,4,0,1
D3959,10,5,5,0,1
D3959,11,7,5,0,1
D3959,12,6,4,0,1
D3959,13,5,4,1,3
D3960,1,7,4,1,3
D3960,2,6,5,1,1
D3960,3,5,5,1,2
D3960,4,5,5,0,1
D3960,5,8,5,0,3
D3960,6,8,6,0,3
D3960,7,8,5,0,2
D3960,8,4,4,1,1
D3960,9,3,2,1,1
D3960,10,4,4,0,1
D3960,11,9,6,1,1
D3960,12,9,6,1,2
D3960,13,6,3,0,2
D3961,1,5,4,1,1
D3961,2,6,4,1,3
D3961,3,9,4,1,3
D3961,4,4,4,0,1
D3961,5,5,5,0,2
D3961,6,9,4,1,1
D3961,7,7,4,0,2
D3961,8,9,8,3,6
D3961,9,5,5,3,7
D3961,10,3,2,3,5
D3961,11,7,3,4,7
D3961,12,5,5,4,5
D3961,13,4,4,3,4
D3962,1,3,3,1,2
D3962,2,6,5,0,3
D3962,3,6,6,1,3
D3962,4,3,3,0,3
D3962,5,3,3,1,1
D3962,6,7,7,0,2
D3962,7,6,2,0,2
D3962,8,6,3,0,2
D3962,9,5,3,1,2
D3962,10,5,4,0,2
D3962,11,4,2,1,2
D3962,12,5,3,0,1
D3962,13,5,5,1,2
D3963,1,7,2,0,3
D3963,2,9,5,0,1
D3963,3,5,3,0,3
D3963,4,8,5,0,3
D3963,5,6,2,0,1
D3963,6,6,5,0,3
D3963,7,7,7,1,2
D3963,8,6,6,4,9
D3963,9,5,4,4,8
D3963,10,4,3,4,5
D3963,11,3,2,3,4
D3963,12,9,3,4,4
D3963,13,6,6,3,5
D3964,1,7,2,1,2
D3964,2,3,2,0,3
D3964,3,7,4,1,2
D3964,4,9,8,0,1
D3964,5,4,2,1,3
D3964,6,6,5,1,1
D3964,7,3,2,0,1
D3964,8,5,5,4,6
D3964,9,6,2,3,6
D3964,10,7,3,2,6
D3964,11,6,3,2,7
D3964,12,4,4,3,4
D3964,13,4,2,4,4
D3965,1,7,7,0,3
D3965,2,8,3,0,3
D3965,3,9,9,0,3
D3965,4,7,7,0,3
D3965,5,6,2,1,3
D3965,6,5,5,0,1
D3965,7,6,2,1,1
D3965,8,9,3,1,2
D3965,9,3,3,1,3
D3965,10,8,6,1,3
D3965,11,5,4,1,2
D3965,12,6,6,1,2
D3965,13,7,4,0,1
D3966,1,7,6,0,3
D3966,2,6,6,0,2
D3966,3,4,3,0,1
D3966,4,6,3,1,3
D3966,5,9,4,1,2
D3966,6,9,7,0,3
D3966,7,3,3,0,1
D3966,8,4,2,1,3
D3966,9,9,2,1,2
D3966,10,3,2,0,3
D3966,11,9,7,1,3
D3966,12,6,3,1,1
D3966,13,8,2,0,1
D3967,1,9,7,0,3
D3967,2,5,3,1,2
D3967,3,6,3,1,2
D3967,4,4,2,0,1
D3967,5,3,3,1,2
D3967,6,8,3,1,2
D3967,7,3,3,0,2
D3967,8,9,4,3,6
D3967,9,4,4,4,4
D3967,10,6,2,3,7
D3967,11,6,2,4,9
D3967,12,9,3,4,6
D3967,13,8,2,4,5
D3968,1,9,6,1,3
D3968,2,6,3,0,2
D3968,3,8,8,1,2
D3968,4,8,8,1,3
D3968,5,9,3,1,3
D3968,6,9,5,1,2
D3968,7,5,2,0,3
D3968,8,9,3,3,9
D3968,9,4,2,2,5
D3968,10,7,3,2,7
D3968,11,8,5,2,4
D3968,12,9,4,4,7
D3968,13,7,6,4,5
D3969,1,4,2,0,1
D3969,2,3,2,1,3
D3969,3,9,4,1,3
D3969,4,7,5,1,1
D3969,5,7,4,1,2
D3969,6,6,5,0,2
D3969,7,5,5,1,3
D3969,8,8,6,0,3
D3969,9,7,2,1,1
D3969,10,4,4,0,1
D3969,11,9,7,0,1
D3969,12,4,3,0,1
D3969,13,3,2,1,1
D3970,1,7,4,1,3
D3970,2,9,5,0,1
D3970,3,5,2,0,1
D3970,4,6,2,1,2
D3970,5,3,2,1,3
D3970,6,5,4,0,2
D3970,7,4,4,1,3
D3970,8,5,2,4,7
D3970,9,7,2,3,4
D3970,10,3,2,2,4
D3970,11,8,3,3,7
D3970,12,4,3,3,5
D3970,13,3,2,3,6
D3971,1,5,4,0,3
D3971,2,5,4,0,2
D3971,3,9,2,0,1
D3971,4,3,2,0,1
D3971,5,3,3,0,2
D3971,6,7,4,0,3
D3971,7,4,2,0,1
D3971,8,7,7,2,5
D3971,9,4,3,2,7
D3971,10,9,2,4,7
D3971,11,5,2,4,7
D3971,12,7,2,3,6
D3971,13,6,5,3,8
D3972,1,9,4,1,2
D3972,2,6,2,0,1
D3972,3,7,5,1,3
D3972,4,5,5,1,3
D3972,5,4,3,1,2
D3972,6,7,3,1,1
D3972,7,9,3,0,3
D3972,8,9,7,1,2
D3972,9,3,3,1,2
D3972,10,3,2,0,3
D3972,11,7,3,1,2
D3972,12,4,3,1,1
D3972,13,8,3,1,2
D3973,1,8,7,1,1
D3973,2,8,7,0,3
D3973,3,7,7,0,2
D3973,4,4,4,0,1
D3973,5,7,4,0,2
D3973,6,6,5,0,3
D3973,7,7,5,1,2
D3973,8,8,2,0,2
D3973,9,3,3,1,2
D3973,10,8,7,0,2
D3973,11,4,4,1,3
D3973,12,9,5,0,2
D3973,13,8,4,0,2
D3974,1,7,2,1,1
D3974,2,4,3,0,3
D3974,3,5,2,0,1
D3974,4,3,3,1,2
D3974,5,6,5,0,1
D3974,6,5,4,1,3
D3974,7,4,2,1,2
D3974,8,7,2,0,2
D3974,9,9,3,1,3
D3974,10,9,3,0,1
D3974,11,7,5,0,2
D3974,12,3,2,1,3
D3974,13,7,7,1,3
D3975,1,8,6,0,3
D3975,2,8,2,0,2
D3975,3,3,3,0,3
D3975,4,4,2,0,1
D3975,5,5,5,0,1
D3975,6,3,3,0,2
D3975,7,4,2,1,2
D3975,8,6,3,0,3
D3975,9,6,2,1,3
D3975,10,7,2,1,1
D3975,11,8,4,0,2
D3975,12,5,4,0,3
D3975,13,8,7,0,3
D3976,1,9,7,1,3
D3976,2,9,5,0,3
D3976,3,8,8,1,3
D3976,4,6,4,1,2
D3976,5,3,3,0,2
D3976,6,5,5,0,1
D3976,7,7,4,1,1
D3976,8,9,5,1,1
D3976,9,3,3,1,3
D3976,10,7,3,0,2
D3976,11,7,4,0,1
D3976,12,5,2,1,1
D3976,13,8,8,1,1
D3977,1,8,8,1,1
D3977,2,4,2,1,3
D3977,3,6,4,0,3
D3977,4,6,3,1,1
D3977,5,4,3,1,3
D3977,6,5,3,0,2
D3977,7,9,9,1,1
D3977,8,9,2,4,9
D3977,9,3,3,4,6
D3977,10,3,2,3,9
D3977,11,3,3,4,6
D3977,12,4,3,2,7
D3977,13,3,3,2,8
D3978,1,6,2,0,2
D3978,2,6,5,0,3
D3978,3,8,6,1,3
D3978,4,6,4,0,3
D3978,5,3,2,1,2
D3978,6,4,2,0,1
D3978,7,5,5,1,2
D3978,8,4,4,1,2
D3978,9,7,2,0,2
D3978,10,6,4,0,1
D3978,11,5,5,0,3
D3978,12,4,2,1,1
D3978,13,6,4,0,2
D3979,1,8,7,0,3
D3979,2,7,6,1,2
D3979,3,8,2,0,2
D3979,4,7,6,1,3
D3979,5,6,6,0,2
D3979,6,5,4,1,3
D3979,7,6,3,0,3
D3979,8,6,5,0,3
D3979,9,8,7,1,2
D3979,10,8,4,0,3
D3979,11,6,6,1,2
D3979,12,4,3,0,3
D3979,13,4,2,0,1
D3980,1,8,7,0,1
D3980,2,3,3,1,2
D3980,3,9,7,0,2
D3980,4,7,7,0,2
D3980,5,4,4,1,1
D3980,6,3,2,1,2
D3980,7,3,3,0,1
D3980,8,9,6,0,3
D3980,9,6,6,1,3
D3980,10,3,3,0,3
D3980,11,7,3,1,3
D3980,12,8,2,0,1
D3980,13,8,5,0,2
D3981,1,5,3,0,2
D3981,2,5,5,1,1
D3981,3,5,3,0,1
D3981,4,6,4,1,2
D3981,5,9,7,1,3
D3981,6,9,6,1,2
D3981,7,4,3,1,1
D3981,8,5,3,4,7
D3981,9,5,4,3,9
D3981,10,5,5,4,6
D3981,11,3,3,4,7
D3981,12,8,5,2,6
D3981,13,4,4,4,8
D3982,1,6,5,1,3
D3982,2,9,9,0,3
D3982,3,3,3,0,2
D3982,4,6,6,0,1
D3982,5,4,2,1,3
D3982,6,4,3,0,2
D3982,7,5,4,0,3
D3982,8,8,3,0,2
D3982,9,7,4,0,1
D3982,10,4,2,0,2
D3982,11,6,2,0,1
D3982,12,7,2,1,3
D3982,13,5,5,1,2
D3983,1,6,6,0,3
D3983,2,3,2,0,1
D3983,3,5,2,1,1
D3983,4,6,3,1,3
D3983,5,8,5,1,1
D3983,6,4,3,1,3
D3983,7,6,4,0,3
D3983,8,6,3,4,5
D3983,9,5,4,3,8
D3983,10,8,4,4,7
D3983,11,3,2,2,6
D3983,12,7,2,3,9
D3983,13,3,3,4,6
D3984,1,6,2,0,1
D3984,2,7,5,1,2
D3984,3,4,3,1,2
D3984,4,7,3,0,1
D3984,5,4,4,0,2
D3984,6,4,3,1,2
D3984,7,3,2,0,1
D3984,8,5,2,1,1
D3984,9,7,5,0,1
D3984,10,4,2,0,2
D3984,11,4,2,1,1
D3984,12,6,2,1,3
D3984,13,9,5,0,3
D3985,1,4,3,0,1
D3985,2,9,4,1,3
D3985,3,5,4,1,2
D3985,4,6,2,0,3
D3985,5,3,2,0,3
D3985,6,3,3,1,3
D3985,7,8,6,0,1
D3985,8,9,9,3,4
D3985,9,4,4,4,8
D3985,10,9,8,2,7
D3985,11,9,2,3,8
D3985,12,3,2,3,9
D3985,13,5,4,2,5
D3986,1,4,4,0,1
D3986,2,4,4,1,1
D3986,3,5,2,0,3
D3986,4,9,2,0,3
D3986,5,7,3,0,3
D3986,6,5,2,1,2
D3986,7,4,4,1,2
D3986,8,7,6,0,1
D3986,9,6,3,0,2
D3986,10,4,3,0,3
D3986,11,7,6,0,3
D3986,12,5,5,0,2
D3986,13,5,5,0,1
D3987,1,8,8,0,1
D3987,2,6,3,1,1
D3987,3,3,2,0,2
D3987,4,8,7,0,1
D3987,5,5,2,0,2
D3987,6,4,2,0,1
D3987,7,7,5,1,3
D3987,8,9,2,3,6
D3987,9,7,2,3,6
D3987,10,4,3,3,9
D3987,11,6,3,3,4
D3987,12,7,3,4,7
D3987,13,9,9,4,8
D3988,1,7,7,0,1
D3988,2,9,8,0,3
D3988,3,9,2,1,3
D3988,4,5,4,1,1
D3988,5,8,6,1,2
D3988,6,6,6,1,2
D3988,7,3,3,1,3
D3988,8,7,4,1,1
D3988,9,5,3,0,2
D3988,10,3,2,0,2
D3988,11,4,3,1,2
D3988,12,7,3,0,2
D3988,13,6,5,0,3
D3989,1,7,6,1,1
D3989,2,7,2,1,3
D3989,3,8,7,0,2
D3989,4,6,5,1,3
D3989,5,6,4,0,3
D3989,6,8,2,0,3
D3989,7,4,2,1,2
